key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,57,56,up,0.005,db,0.05063723744072655,0.015379399992525578,162.69578459998593,162.69578459998593,162.9956074000802,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,58,57,up,0.005,db,0.05063723744072655,0.015356000047177076,165.21241340017878,165.21241340017878,165.51209950004704,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,59,58,down,0.005,db,0.050608096691892625,0.015562100103124976,167.6956672000233,167.6956672000233,167.99542290018871,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,60,59,down,0.005,db,0.050608096691892625,0.015492599923163652,170.11228480003774,170.11228480003774,170.4120313001331,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,61,60,down,0.005,db,0.050608096691892625,0.015316800214350224,172.54538260004483,172.54538260004483,172.84528030012734,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,62,61,up,0.005,db,0.05063723744072655,0.015469999983906746,174.9286943001207,174.9286943001207,175.22858530003577,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,63,62,up,0.005,db,0.05066639496915303,0.015526599949225783,177.87863030005246,177.87863030005246,178.17839930020273,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,64,63,up,0.005,db,0.05069556928683396,0.015213900012895465,180.22843560017645,180.22843560017645,180.52823180006817,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,65,64,up,0.005,db,0.05072476040343679,0.015629699919372797,182.6783873999957,182.6783873999957,182.97823480004445,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,66,65,up,0.005,db,0.05072476040343679,0.015105800004675984,185.0948359000031,185.0948359000031,185.39474160014652,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,67,66,up,0.005,db,0.05075396832863455,0.015191599959507585,187.69476850004867,187.69476850004867,187.99468470015563,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,68,67,up,0.005,db,0.05075396832863455,0.015004900051280856,190.12817580020055,190.12817580020055,190.4279422000982,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,69,68,up,0.005,db,0.05075396832863455,0.015551100019365549,192.59470570017584,192.59470570017584,192.89449140010402,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,70,69,down,0.005,db,0.05072476040343679,0.015214599901810288,195.11130070011131,195.11130070011131,195.4110096001532,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,71,70,up,0.005,db,0.05075396832863455,0.015326800057664514,197.5445413000416,197.5445413000416,197.84436740004458,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,72,71,up,0.005,db,0.05078319307210582,0.014643300091847777,199.96105000004172,199.96105000004172,200.26081600016914,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,73,72,up,0.005,db,0.05078319307210582,0.014938699780032039,204.12761830003,204.12761830003,204.42748080007732,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,74,73,up,0.005,db,0.050812434643534764,0.014808200066909194,206.52743470016867,206.52743470016867,206.8272967999801,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,75,74,up,0.005,db,0.050812434643534764,0.015133499866351485,208.91069050016813,208.91069050016813,209.21059720008634,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,76,75,up,0.005,db,0.050812434643534764,0.015250299824401736,211.2939584001433,211.2939584001433,211.59367000008933,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,77,76,up,0.005,db,0.050841693052611124,0.01527229999192059,213.99396350001916,213.99396350001916,214.29363850015216,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,78,77,up,0.005,db,0.050841693052611124,0.015107200015336275,216.49386430019513,216.49386430019513,216.7935592001304,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,79,78,up,0.005,db,0.050841693052611124,0.009664200013503432,219.17709080013447,219.17709080013447,219.47685300000012,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,80,79,up,0.005,db,0.05087096830903022,0.015532799996435642,221.5935349999927,221.5935349999927,221.89335550018586,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
